Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-93.53405470,44.07732890,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,105,14.99,5.479,1.000,271.00,1151.9,On,10/15/2022,0.00,1,18.21,28.58,3.758,1837.2,15154,14667,270.61,261.92,6.789,10/15/2022
-93.53407560,44.07732880,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,106,14.99,5.479,1.000,270.00,1151.9,On,10/15/2022,0.00,1,18.40,28.73,3.774,1846.6,15232,14709,272.00,262.67,6.789,10/15/2022
-93.53409660,44.07732890,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,107,14.99,5.512,1.000,271.00,1151.9,On,10/15/2022,0.00,1,18.55,28.81,3.746,1852.0,15185,14637,271.16,261.38,6.830,10/15/2022
-93.53411770,44.07732890,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,108,14.99,5.512,1.000,271.00,1151.9,On,10/15/2022,0.00,1,18.62,28.92,3.764,1859.4,15246,14682,272.25,262.18,6.830,10/15/2022
-93.53413860,44.07732880,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,109,14.99,5.512,1.000,270.00,1151.9,On,10/15/2022,0.00,1,18.60,28.98,3.774,1862.7,15273,14713,272.74,262.73,6.830,10/15/2022
-93.53415960,44.07732880,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,110,14.99,5.512,1.000,271.00,1151.9,On,10/15/2022,0.00,1,18.55,28.89,3.782,1857.4,15229,14679,271.95,262.12,6.830,10/15/2022
-93.53418050,44.07732860,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,111,14.99,5.479,1.000,270.00,1152.2,On,10/15/2022,0.00,1,18.57,28.47,3.772,1830.5,15099,14551,269.62,259.84,6.789,10/15/2022
-93.53420140,44.07732870,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,112,14.99,5.479,1.000,271.00,1152.2,On,10/15/2022,0.00,1,18.65,27.90,3.796,1793.6,14794,14243,264.18,254.34,6.789,10/15/2022
-93.53422240,44.07732890,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,113,14.99,5.512,1.000,272.00,1152.2,On,10/15/2022,0.00,1,18.70,27.60,3.792,1774.1,14546,13996,259.75,249.92,6.830,10/15/2022
-93.53424340,44.07732910,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,114,14.99,5.512,1.000,272.00,1152.2,On,10/15/2022,0.00,1,18.71,27.78,3.778,1786.2,14645,14089,261.52,251.59,6.830,10/15/2022
-93.53426430,44.07732940,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,115,14.99,5.479,1.000,272.00,1152.2,On,10/15/2022,0.00,1,18.69,28.16,3.794,1810.3,14933,14368,266.65,256.57,6.789,10/15/2022
-93.53428520,44.07732960,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,116,14.99,5.479,1.000,271.00,1152.2,On,10/15/2022,0.00,1,18.70,28.15,3.802,1809.7,14927,14362,266.55,256.47,6.789,10/15/2022
-93.53430600,44.07732990,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,117,14.99,5.479,1.000,271.00,1152.4,On,10/15/2022,0.00,1,18.74,27.83,3.762,1788.8,14755,14189,263.49,253.38,6.789,10/15/2022
-93.53432690,44.07733020,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,118,14.99,5.479,1.000,272.00,1152.6,On,10/15/2022,0.00,1,18.79,27.73,3.788,1782.8,14705,14133,262.60,252.38,6.789,10/15/2022
-93.53434800,44.07733010,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,119,14.99,5.545,1.000,271.00,1152.6,On,10/15/2022,0.00,1,18.80,28.11,3.798,1807.0,14728,14153,263.01,252.74,6.870,10/15/2022
-93.53436920,44.07732970,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,120,14.99,5.545,1.000,269.00,1152.6,On,10/15/2022,0.00,1,18.80,28.55,3.768,1835.2,14958,14374,267.11,256.68,6.870,10/15/2022
-93.53439000,44.07732980,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,121,14.99,5.446,1.000,271.00,1152.6,On,10/15/2022,0.00,1,18.80,28.75,3.792,1848.0,15335,14736,273.83,263.14,6.749,10/15/2022
-93.53441090,44.07732990,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,122,14.99,5.479,1.000,271.00,1152.6,On,10/15/2022,0.00,1,18.81,28.74,3.786,1847.3,15237,14641,272.09,261.45,6.789,10/15/2022
-93.53443200,44.07733010,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,123,14.99,5.545,1.000,272.00,1152.6,On,10/15/2022,0.00,1,18.82,28.50,3.782,1831.8,14931,14344,266.63,256.14,6.870,10/15/2022
-93.53445300,44.07733020,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,124,14.99,5.512,1.000,271.00,1152.6,On,10/15/2022,0.00,1,18.84,27.99,3.798,1799.6,14756,14172,263.49,253.07,6.830,10/15/2022
-93.53447400,44.07733060,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,125,14.99,5.512,1.000,272.00,1152.7,On,10/15/2022,0.00,1,18.89,27.45,3.800,1764.7,14469,13889,258.38,248.01,6.830,10/15/2022
-93.53449530,44.07733090,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,126,14.99,5.577,1.000,272.00,1152.6,On,10/15/2022,0.00,1,18.92,27.01,3.770,1736.5,14070,13501,251.26,241.09,6.911,10/15/2022
-93.53451660,44.07733110,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,127,14.99,5.577,1.000,271.00,1152.6,On,10/15/2022,0.00,1,18.90,26.74,3.792,1719.0,13929,13368,248.73,238.72,6.911,10/15/2022
-93.53453780,44.07733120,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,128,14.99,5.545,1.000,270.00,1152.6,On,10/15/2022,0.00,1,18.84,26.83,3.798,1725.0,14060,13505,251.08,241.16,6.870,10/15/2022
-93.53455910,44.07733130,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,129,14.99,5.610,1.000,271.00,1152.6,On,10/15/2022,0.00,1,18.79,27.33,3.790,1756.6,14150,13599,252.68,242.84,6.952,10/15/2022
-93.53458050,44.07733140,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,130,14.99,5.610,1.000,271.00,1152.6,On,10/15/2022,0.00,1,18.77,27.85,3.780,1790.2,14421,13864,257.52,247.56,6.952,10/15/2022
-93.53460170,44.07733140,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,131,14.99,5.577,1.000,270.00,1152.6,On,10/15/2022,0.00,1,18.76,28.26,3.784,1816.4,14718,14150,262.82,252.68,6.911,10/15/2022
-93.53462300,44.07733140,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,132,14.99,5.577,1.000,271.00,1152.3,On,10/15/2022,0.00,1,18.74,28.67,3.782,1843.3,14936,14363,266.71,256.49,6.911,10/15/2022
-93.53464430,44.07733160,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,133,14.99,5.577,1.000,272.00,1152.2,On,10/15/2022,0.00,1,18.71,29.05,3.788,1867.4,15132,14557,270.21,259.94,6.911,10/15/2022
-93.53466550,44.07733180,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,134,14.99,5.577,1.000,271.00,1152.2,On,10/15/2022,0.00,1,18.70,29.13,3.778,1872.8,15175,14601,270.99,260.72,6.911,10/15/2022
-93.53468670,44.07733190,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,135,14.99,5.545,1.000,271.00,1152.2,On,10/15/2022,0.00,1,18.72,28.93,3.774,1860.1,15161,14583,270.73,260.42,6.870,10/15/2022
-93.53470780,44.07733230,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,136,14.99,5.545,1.000,272.00,1152.1,On,10/15/2022,0.00,1,18.77,28.59,3.758,1837.9,14980,14401,267.51,257.16,6.870,10/15/2022
-93.53472910,44.07733270,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,137,14.99,5.577,1.000,272.00,1151.9,On,10/15/2022,0.00,1,18.79,28.32,3.780,1820.4,14751,14176,263.40,253.14,6.911,10/15/2022
-93.53475030,44.07733280,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,138,14.99,5.577,1.000,271.00,1151.9,On,10/15/2022,0.00,1,18.81,28.15,3.784,1809.7,14664,14089,261.85,251.59,6.911,10/15/2022
-93.53477140,44.07733320,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,139,14.99,5.512,1.000,272.00,1151.9,On,10/15/2022,0.00,1,18.82,28.13,3.800,1808.3,14827,14245,264.77,254.37,6.830,10/15/2022
-93.53479250,44.07733350,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,140,14.99,5.512,1.000,271.00,1151.9,On,10/15/2022,0.00,1,18.85,28.10,3.780,1806.3,14811,14223,264.48,253.98,6.830,10/15/2022
-93.53481370,44.07733370,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,141,14.99,5.577,1.000,271.00,1151.6,On,10/15/2022,0.00,1,18.92,27.99,3.776,1799.6,14582,13992,260.39,249.85,6.911,10/15/2022
-93.53483490,44.07733380,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,142,14.99,5.545,1.000,271.00,1151.6,On,10/15/2022,0.00,1,18.97,27.78,3.766,1786.2,14559,13961,259.98,249.29,6.870,10/15/2022
-93.53485610,44.07733390,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,143,14.99,5.577,1.000,271.00,1151.6,On,10/15/2022,0.00,1,19.08,27.46,3.808,1765.3,14304,13699,255.43,244.62,6.911,10/15/2022
-93.53487730,44.07733380,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,144,14.99,5.577,1.000,271.00,1151.6,On,10/15/2022,0.00,1,19.20,27.03,3.776,1737.8,14081,13465,251.45,240.44,6.911,10/15/2022
-93.53489850,44.07733380,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,145,14.99,5.545,1.000,270.00,1151.6,On,10/15/2022,0.00,1,19.26,26.75,3.782,1719.7,14017,13392,250.30,239.15,6.870,10/15/2022
-93.53491960,44.07733390,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,146,14.99,5.545,1.000,271.00,1151.6,On,10/15/2022,0.00,1,19.26,26.74,3.770,1719.0,14011,13388,250.20,239.08,6.870,10/15/2022
-93.53494070,44.07733410,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,147,14.99,5.545,1.000,271.00,1151.6,On,10/15/2022,0.00,1,19.23,26.87,3.764,1727.0,14077,13455,251.37,240.27,6.870,10/15/2022
-93.53496190,44.07733450,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,148,14.99,5.545,1.000,272.00,1151.6,On,10/15/2022,0.00,1,19.23,26.93,3.776,1731.1,14110,13487,251.96,240.84,6.870,10/15/2022
-93.53498320,44.07733490,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,149,14.99,5.610,1.000,272.00,1151.4,On,10/15/2022,0.00,1,19.24,27.12,3.772,1743.2,14042,13421,250.75,239.67,6.952,10/15/2022
-93.53500430,44.07733530,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,150,14.99,5.545,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.25,27.69,3.788,1780.1,14509,13866,259.10,247.61,6.870,10/15/2022
-93.53502540,44.07733550,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,151,14.99,5.545,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.22,28.53,3.780,1833.9,14947,14289,266.92,255.17,6.870,10/15/2022
-93.53504650,44.07733590,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,152,14.99,5.545,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.17,29.06,3.770,1868.1,15227,14565,271.91,260.10,6.870,10/15/2022
-93.53506760,44.07733590,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,153,14.99,5.545,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.12,29.09,3.796,1870.1,15243,14590,272.20,260.53,6.870,10/15/2022
-93.53508860,44.07733580,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,154,14.99,5.512,1.000,270.00,1151.2,On,10/15/2022,0.00,1,19.09,28.84,3.786,1854.0,15202,14556,271.46,259.93,6.830,10/15/2022
-93.53510990,44.07733580,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,155,14.99,5.577,1.000,270.00,1151.2,On,10/15/2022,0.00,1,19.08,28.54,3.790,1834.5,14865,14236,265.45,254.21,6.911,10/15/2022
-93.53513090,44.07733590,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,156,14.99,5.512,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.04,28.28,3.808,1817.7,14904,14279,266.15,254.98,6.830,10/15/2022
-93.53515170,44.07733590,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,157,14.99,5.446,1.000,270.00,1151.2,On,10/15/2022,0.00,1,19.02,27.88,3.800,1792.2,14872,14253,265.57,254.51,6.749,10/15/2022
-93.53517260,44.07733610,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,158,14.99,5.479,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.01,27.21,3.776,1749.2,14428,13829,257.65,246.94,6.789,10/15/2022
-93.53519390,44.07733620,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,159,14.99,5.577,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.08,26.41,3.790,1697.5,13755,13172,245.62,235.21,6.911,10/15/2022
-93.53521510,44.07733590,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,160,14.99,5.545,1.000,270.00,1151.2,On,10/15/2022,0.00,1,19.17,25.82,3.764,1659.9,13529,12941,241.60,231.09,6.870,10/15/2022
-93.53523600,44.07733630,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,161,14.99,5.512,1.000,272.00,1151.2,On,10/15/2022,0.00,1,19.26,25.72,3.774,1653.2,13555,12951,242.05,231.27,6.830,10/15/2022
-93.53525680,44.07733660,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,162,14.99,5.479,1.000,272.00,1151.2,On,10/15/2022,0.00,1,19.44,26.23,3.790,1686.1,13908,13259,248.35,236.77,6.789,10/15/2022
-93.53527770,44.07733690,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,163,14.99,5.479,1.000,272.00,1151.2,On,10/15/2022,0.00,1,19.57,26.97,3.784,1733.8,14301,13612,255.37,243.08,6.789,10/15/2022
-93.53529880,44.07733730,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,164,14.99,5.545,1.000,272.00,1151.2,On,10/15/2022,0.00,1,19.62,27.51,3.778,1768.7,14416,13714,257.44,244.89,6.870,10/15/2022
-93.53532000,44.07733750,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,165,14.99,5.577,1.000,272.00,1151.2,On,10/15/2022,0.00,1,19.62,27.64,3.800,1776.8,14397,13695,257.09,244.55,6.911,10/15/2022
-93.53534110,44.07733740,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,166,14.99,5.512,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.62,27.57,3.814,1772.1,14530,13821,259.46,246.80,6.830,10/15/2022
-93.53536210,44.07733730,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,167,14.99,5.512,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.66,27.54,3.816,1770.7,14519,13804,259.26,246.50,6.830,10/15/2022
-93.53538310,44.07733730,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,168,14.99,5.512,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.70,27.54,3.810,1770.7,14519,13797,259.26,246.38,6.830,10/15/2022
-93.53540420,44.07733730,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,169,14.99,5.545,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.74,27.61,3.810,1774.7,14466,13739,258.31,245.35,6.870,10/15/2022
-93.53542550,44.07733720,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,170,14.99,5.577,1.000,270.00,1151.2,On,10/15/2022,0.00,1,19.83,27.84,3.796,1789.5,14500,13757,258.93,245.65,6.911,10/15/2022
-93.53544680,44.07733720,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,171,14.99,5.577,1.000,270.00,1151.2,On,10/15/2022,0.00,1,19.89,28.37,3.812,1823.8,14778,14010,263.89,250.18,6.911,10/15/2022
-93.53546810,44.07733730,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,172,14.99,5.577,1.000,271.00,1151.2,On,10/15/2022,0.00,1,19.93,29.10,3.816,1870.8,15159,14365,270.69,256.51,6.911,10/15/2022
-93.53548940,44.07733750,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,173,14.99,5.610,1.000,271.00,1151.0,On,10/15/2022,0.00,1,19.94,29.49,3.788,1895.7,15270,14468,272.69,258.36,6.952,10/15/2022
-93.53551070,44.07733770,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,174,14.99,5.577,1.000,271.00,1150.9,On,10/15/2022,0.00,1,19.95,29.46,3.782,1893.6,15344,14536,274.00,259.57,6.911,10/15/2022
-93.53553170,44.07733800,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,175,14.99,5.512,1.000,272.00,1150.9,On,10/15/2022,0.00,1,19.98,29.28,3.804,1882.2,15433,14614,275.59,260.97,6.830,10/15/2022
-93.53555260,44.07733780,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,176,14.99,5.512,1.000,271.00,1150.9,On,10/15/2022,0.00,1,20.00,29.02,3.796,1865.4,15295,14481,273.13,258.59,6.830,10/15/2022
-93.53557380,44.07733780,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,177,14.99,5.545,1.000,270.00,1150.9,On,10/15/2022,0.00,1,20.04,28.56,3.796,1835.9,14964,14160,267.21,252.85,6.870,10/15/2022
-93.53559510,44.07733780,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,178,14.99,5.577,1.000,270.00,1150.9,On,10/15/2022,0.00,1,20.13,28.18,3.804,1811.7,14680,13875,262.14,247.77,6.911,10/15/2022
-93.53561650,44.07733800,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,179,14.99,5.610,1.000,271.00,1150.6,On,10/15/2022,0.00,1,20.19,28.13,3.760,1808.3,14567,13759,260.13,245.69,6.952,10/15/2022
-93.53563780,44.07733820,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,180,14.99,5.610,1.000,272.00,1150.6,On,10/15/2022,0.00,1,20.18,28.31,3.780,1819.7,14659,13847,261.77,247.26,6.952,10/15/2022
-93.53565910,44.07733820,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,181,14.99,5.577,1.000,270.00,1150.3,On,10/15/2022,0.00,1,20.15,28.45,3.808,1829.2,14821,14006,264.67,250.10,6.911,10/15/2022
-93.53568030,44.07733830,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,182,14.99,5.545,1.000,271.00,1150.3,On,10/15/2022,0.00,1,20.12,28.37,3.792,1823.8,14865,14053,265.45,250.95,6.870,10/15/2022
-93.53570150,44.07733870,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,183,14.99,5.577,1.000,272.00,1150.3,On,10/15/2022,0.00,1,20.03,28.31,3.788,1819.7,14745,13954,263.31,249.19,6.911,10/15/2022
-93.53572290,44.07733870,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,184,14.99,5.610,1.000,271.00,1150.0,On,10/15/2022,0.00,1,19.97,28.60,3.792,1838.6,14811,14027,264.47,250.48,6.952,10/15/2022
-93.53574410,44.07733890,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,185,14.99,5.577,1.000,271.00,1149.9,On,10/15/2022,0.00,1,19.88,29.09,3.772,1870.1,15153,14368,270.60,256.58,6.911,10/15/2022
-93.53576530,44.07733920,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,186,14.99,5.545,1.000,272.00,1149.9,On,10/15/2022,0.00,1,19.74,29.30,3.780,1883.6,15353,14582,274.15,260.39,6.870,10/15/2022
-93.53578660,44.07733930,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,187,14.99,5.577,1.000,272.00,1149.7,On,10/15/2022,0.00,1,19.66,29.23,3.778,1878.9,15224,14475,271.86,258.48,6.911,10/15/2022
-93.53580770,44.07733940,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,188,14.99,5.545,1.000,271.00,1149.6,On,10/15/2022,0.00,1,19.63,29.08,3.794,1869.5,15238,14493,272.10,258.80,6.870,10/15/2022
-93.53582890,44.07733950,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,189,14.99,5.577,1.000,271.00,1149.6,On,10/15/2022,0.00,1,19.63,29.00,3.764,1864.1,15104,14366,269.72,256.54,6.911,10/15/2022
-93.53585010,44.07733980,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,190,14.99,5.577,1.000,271.00,1149.5,On,10/15/2022,0.00,1,19.63,29.07,3.782,1868.8,15143,14402,270.40,257.19,6.911,10/15/2022
-93.53587130,44.07733990,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,191,14.99,5.577,1.000,271.00,1149.3,On,10/15/2022,0.00,1,19.64,29.18,3.810,1876.2,15202,14458,271.47,258.18,6.911,10/15/2022
-93.53589250,44.07734020,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,192,14.99,5.577,1.000,271.00,1149.3,On,10/15/2022,0.00,1,19.65,29.37,3.782,1888.3,15300,14549,273.22,259.80,6.911,10/15/2022
-93.53591380,44.07734030,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,193,14.99,5.577,1.000,271.00,1149.3,On,10/15/2022,0.00,1,19.66,29.82,3.788,1917.2,15534,14770,277.40,263.75,6.911,10/15/2022
-93.53593510,44.07734050,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,194,14.99,5.577,1.000,272.00,1149.1,On,10/15/2022,0.00,1,19.66,30.26,3.802,1945.4,15763,14987,281.48,267.63,6.911,10/15/2022
-93.53595620,44.07734070,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,195,14.99,5.545,1.000,271.00,1149.0,On,10/15/2022,0.00,1,19.65,30.27,3.788,1946.0,15862,15082,283.25,269.33,6.870,10/15/2022
-93.53597730,44.07734090,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,196,14.99,5.545,1.000,271.00,1149.0,On,10/15/2022,0.00,1,19.53,29.96,3.804,1925.9,15698,14950,280.31,266.96,6.870,10/15/2022
-93.53599850,44.07734080,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,197,14.99,5.545,1.000,271.00,1149.0,On,10/15/2022,0.00,1,19.38,29.73,3.788,1911.1,15577,14863,278.16,265.40,6.870,10/15/2022
-93.53601970,44.07734080,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,198,14.99,5.577,1.000,270.00,1148.8,On,10/15/2022,0.00,1,19.24,29.40,3.760,1890.3,15317,14640,273.51,261.42,6.911,10/15/2022
-93.53604090,44.07734060,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,199,14.99,5.577,1.000,270.00,1148.6,On,10/15/2022,0.00,1,19.03,28.92,3.788,1859.4,15066,14437,269.04,257.80,6.911,10/15/2022
-93.53606220,44.07734060,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,200,14.99,5.577,1.000,271.00,1148.6,On,10/15/2022,0.00,1,18.87,28.59,3.770,1837.9,14892,14298,265.93,255.32,6.911,10/15/2022
-93.53608330,44.07734060,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,201,14.99,5.545,1.000,270.00,1148.6,On,10/15/2022,0.00,1,18.77,28.44,3.786,1828.5,14904,14327,266.14,255.83,6.870,10/15/2022
-93.53610460,44.07734090,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,202,14.99,5.577,1.000,271.00,1148.4,On,10/15/2022,0.00,1,18.71,28.50,3.782,1831.8,14843,14279,265.06,254.99,6.911,10/15/2022
-93.53612570,44.07734110,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,203,14.99,5.545,1.000,270.00,1148.3,On,10/15/2022,0.00,1,18.65,28.69,3.818,1844.6,15035,14474,268.48,258.46,6.870,10/15/2022
-93.53614670,44.07734130,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,204,14.99,5.512,1.000,271.00,1148.3,On,10/15/2022,0.00,1,18.53,28.94,3.818,1860.7,15257,14709,272.44,262.67,6.830,10/15/2022
-93.53616770,44.07734160,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,205,14.99,5.545,1.000,271.00,1148.3,On,10/15/2022,0.00,1,18.42,28.93,3.786,1860.1,15161,14637,270.73,261.37,6.870,10/15/2022
-93.53618900,44.07734180,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,206,14.99,5.577,1.000,272.00,1148.2,On,10/15/2022,0.00,1,18.30,28.40,3.810,1825.8,14794,14303,264.18,255.42,6.911,10/15/2022
-93.53621030,44.07734220,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,207,14.99,5.577,1.000,272.00,1148.0,On,10/15/2022,0.00,1,18.13,27.74,3.792,1783.5,14451,14002,258.06,250.03,6.911,10/15/2022
-93.53623130,44.07734270,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,208,14.99,5.512,1.000,273.00,1148.0,On,10/15/2022,0.00,1,18.01,27.61,3.796,1774.7,14552,14119,259.85,252.13,6.830,10/15/2022
-93.53625250,44.07734310,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,209,14.99,5.545,1.000,272.00,1147.8,On,10/15/2022,0.00,1,17.99,28.08,3.822,1805.0,14712,14279,262.71,254.99,6.870,10/15/2022
-93.53627370,44.07734340,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,210,14.99,5.577,1.000,272.00,1147.6,On,10/15/2022,0.00,1,18.01,28.60,3.804,1838.6,14898,14455,266.03,258.12,6.911,10/15/2022
-93.53629470,44.07734360,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,211,14.99,5.545,1.000,272.00,1147.6,On,10/15/2022,0.00,1,18.03,28.91,3.802,1858.7,15150,14696,270.54,262.44,6.870,10/15/2022
-93.53631600,44.07734380,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,212,14.99,5.577,1.000,272.00,1147.6,On,10/15/2022,0.00,1,18.05,29.20,3.812,1876.8,15208,14750,271.57,263.39,6.911,10/15/2022
-93.53633720,44.07734340,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,213,14.99,5.577,1.000,269.00,1147.3,On,10/15/2022,0.00,1,18.05,29.26,3.804,1880.9,15241,14781,272.15,263.94,6.911,10/15/2022
-93.53635810,44.07734380,127-134| 227-234,harvest_1_Corn_2022_10_15_001,CORN,214,14.99,5.479,1.000,272.00,1147.3,On,10/15/2022,0.00,1,18.08,28.84,3.818,1854.0,15293,14826,273.08,264.75,6.789,10/15/2022
