,Longitude,Latitude,Dataset,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date,Plot
5547,-93.5325006,44.0773623,harvest_1_Corn_2022_10_15_001,427,14.99,5.512,1.0,90.0,1153.5,2,18.43,28.07,3.808,1804.3,14794.0,14281.0,264.18,255.01,6.83,10/15/2022,-1
5548,-93.5324796,44.0773621,harvest_1_Corn_2022_10_15_001,428,14.99,5.512,1.0,91.0,1153.5,2,18.48,28.84,3.806,1854.0,15202.0,14666.0,271.46,261.89,6.83,10/15/2022,-1
5549,-93.5324584,44.0773617,harvest_1_Corn_2022_10_15_001,429,14.99,5.577,1.0,92.0,1153.5,2,18.52,29.4,3.802,1890.3,15317.0,14769.0,273.51,263.73,6.911,10/15/2022,-1
5550,-93.532437,44.0773614,harvest_1_Corn_2022_10_15_001,430,14.99,5.61,1.0,91.0,1153.5,2,18.48,29.53,3.83,1898.3,15292.0,14753.0,273.07,263.45,6.952,10/15/2022,-1
5551,-93.5324159,44.0773611,harvest_1_Corn_2022_10_15_001,431,14.99,5.545,1.0,92.0,1153.5,2,18.41,29.36,3.832,1887.6,15386.0,14856.0,274.74,265.28,6.87,10/15/2022,-1
5552,-93.5323954,44.0773609,harvest_1_Corn_2022_10_15_001,432,14.99,5.381,1.0,91.0,1153.9,2,18.36,28.98,3.818,1862.7,15646.0,15116.0,279.39,269.93,6.667,10/15/2022,-1
5553,-93.5323745,44.0773608,harvest_1_Corn_2022_10_15_001,433,14.99,5.479,1.0,91.0,1153.9,2,18.35,28.23,3.796,1815.0,14971.0,14466.0,267.35,258.33,6.789,10/15/2022,-1
5554,-93.5323534,44.0773609,harvest_1_Corn_2022_10_15_001,434,14.99,5.545,1.0,90.0,1153.9,2,18.35,27.63,3.836,1776.1,14477.0,13988.0,258.51,249.79,6.87,10/15/2022,-1
5555,-93.5323324,44.0773611,harvest_1_Corn_2022_10_15_001,435,14.99,5.512,1.0,90.0,1154.0,2,18.37,27.58,3.792,1772.7,14535.0,14042.0,259.56,250.74,6.83,10/15/2022,-1
5556,-93.5323113,44.0773611,harvest_1_Corn_2022_10_15_001,436,14.99,5.545,1.0,90.0,1154.1,2,18.42,27.78,3.792,1786.2,14559.0,14056.0,259.98,251.01,6.87,10/15/2022,-1
5557,-93.5322903,44.0773611,harvest_1_Corn_2022_10_15_001,437,14.99,5.512,1.0,91.0,1154.2,2,18.44,27.99,3.836,1799.6,14756.0,14242.0,263.49,254.32,6.83,10/15/2022,-1
5558,-93.5322692,44.077361,harvest_1_Corn_2022_10_15_001,438,14.99,5.545,1.0,91.0,1154.2,2,18.49,28.29,3.798,1818.4,14822.0,14297.0,264.67,255.3,6.87,10/15/2022,-1
5559,-93.532248,44.0773609,harvest_1_Corn_2022_10_15_001,439,14.99,5.577,1.0,90.0,1154.2,2,18.54,28.62,3.836,1839.9,14909.0,14372.0,266.22,256.65,6.911,10/15/2022,-1
5560,-93.5322267,44.0773609,harvest_1_Corn_2022_10_15_001,440,14.99,5.577,1.0,90.0,1154.2,2,18.55,28.62,3.83,1839.9,14909.0,14370.0,266.22,256.6,6.911,10/15/2022,-1
5561,-93.5322055,44.0773608,harvest_1_Corn_2022_10_15_001,441,14.99,5.577,1.0,91.0,1154.2,2,18.51,28.31,3.826,1819.7,14745.0,14220.0,263.31,253.93,6.911,10/15/2022,-1
5562,-93.5321841,44.0773604,harvest_1_Corn_2022_10_15_001,442,14.99,5.61,1.0,92.0,1154.2,2,18.46,27.74,3.818,1783.5,14367.0,13863.0,256.55,247.55,6.952,10/15/2022,-1
5563,-93.5321627,44.0773601,harvest_1_Corn_2022_10_15_001,443,14.99,5.61,1.0,92.0,1154.3,2,18.41,27.25,3.832,1751.9,14112.0,13626.0,252.01,243.33,6.952,10/15/2022,-1
5564,-93.5321413,44.0773598,harvest_1_Corn_2022_10_15_001,444,14.99,5.61,1.0,91.0,1154.2,2,18.35,26.85,3.824,1726.4,13907.0,13438.0,248.34,239.96,6.952,10/15/2022,-1
5565,-93.53212,44.0773595,harvest_1_Corn_2022_10_15_001,445,14.99,5.577,1.0,92.0,1154.5,2,18.31,26.68,3.826,1715.0,13896.0,13435.0,248.14,239.9,6.911,10/15/2022,-1
5566,-93.5320986,44.0773594,harvest_1_Corn_2022_10_15_001,446,14.99,5.643,1.0,91.0,1154.4,2,18.32,26.59,3.828,1709.6,13692.0,13235.0,244.49,236.34,6.992,10/15/2022,-1
5567,-93.5320771,44.0773592,harvest_1_Corn_2022_10_15_001,447,14.99,5.643,1.0,91.0,1154.2,2,18.34,26.58,3.832,1708.9,13686.0,13225.0,244.39,236.17,6.992,10/15/2022,-1
5568,-93.5320557,44.0773591,harvest_1_Corn_2022_10_15_001,448,14.99,5.61,1.0,91.0,1154.3,2,18.38,26.74,3.85,1719.0,13847.0,13376.0,247.27,238.86,6.952,10/15/2022,-1
5569,-93.5320344,44.0773589,harvest_1_Corn_2022_10_15_001,449,14.99,5.577,1.0,91.0,1154.3,2,18.45,27.28,3.83,1753.9,14212.0,13716.0,253.78,244.93,6.911,10/15/2022,-1
5570,-93.5320131,44.0773589,harvest_1_Corn_2022_10_15_001,450,14.99,5.61,1.0,91.0,1154.2,2,18.5,27.9,3.848,1793.6,14448.0,13935.0,258.0,248.84,6.952,10/15/2022,-1
5571,-93.5319916,44.077359,harvest_1_Corn_2022_10_15_001,451,14.99,5.61,1.0,90.0,1154.2,2,18.56,28.15,3.838,1809.7,14578.0,14051.0,260.32,250.9,6.952,10/15/2022,-1
5572,-93.5319704,44.077359,harvest_1_Corn_2022_10_15_001,452,14.99,5.577,1.0,90.0,1154.2,2,18.61,28.07,3.822,1804.3,14620.0,14082.0,261.07,251.46,6.911,10/15/2022,-1
5573,-93.5319491,44.077359,harvest_1_Corn_2022_10_15_001,453,14.99,5.61,1.0,90.0,1154.2,2,18.65,27.87,3.85,1791.5,14432.0,13894.0,257.71,248.11,6.952,10/15/2022,-1
5574,-93.5319278,44.0773591,harvest_1_Corn_2022_10_15_001,454,14.99,5.577,1.0,90.0,1154.2,2,18.61,27.46,3.852,1765.3,14304.0,13778.0,255.43,246.03,6.911,10/15/2022,-1
5575,-93.5319063,44.0773591,harvest_1_Corn_2022_10_15_001,455,14.99,5.643,1.0,91.0,1154.2,2,18.56,26.76,3.848,1720.3,13778.0,13279.0,246.03,237.12,6.992,10/15/2022,-1
5576,-93.5318849,44.077359,harvest_1_Corn_2022_10_15_001,456,14.99,5.61,1.0,91.0,1154.2,2,18.51,26.08,3.848,1676.7,13506.0,13025.0,241.19,232.59,6.952,10/15/2022,-1
5577,-93.5318636,44.077359,harvest_1_Corn_2022_10_15_001,457,14.99,5.577,1.0,91.0,1154.2,2,18.48,25.64,3.866,1648.5,13357.0,12887.0,238.52,230.12,6.911,10/15/2022,-1
5578,-93.5318421,44.0773591,harvest_1_Corn_2022_10_15_001,458,14.99,5.643,1.0,91.0,1154.1,2,18.46,25.72,3.842,1653.2,13240.0,12775.0,236.42,228.13,6.992,10/15/2022,-1
5579,-93.5318205,44.077359,harvest_1_Corn_2022_10_15_001,459,14.99,5.676,1.0,91.0,1153.9,2,18.45,26.41,3.816,1697.5,13516.0,13045.0,241.36,232.94,7.033,10/15/2022,-1
5580,-93.531799,44.0773589,harvest_1_Corn_2022_10_15_001,460,14.99,5.643,1.0,90.0,1153.9,2,18.44,27.81,3.852,1787.5,14316.0,13818.0,255.63,246.75,6.992,10/15/2022,-1
5581,-93.5317774,44.077359,harvest_1_Corn_2022_10_15_001,461,14.99,5.643,1.0,90.0,1153.7,2,18.44,29.69,3.856,1908.4,15284.0,14753.0,272.93,263.44,6.992,10/15/2022,-1
5582,-93.5317557,44.0773589,harvest_1_Corn_2022_10_15_001,462,14.99,5.709,1.0,90.0,1153.5,2,18.49,31.37,3.844,2016.6,15964.0,15400.0,285.08,275.0,7.074,10/15/2022,-1
5583,-93.531734,44.0773589,harvest_1_Corn_2022_10_15_001,463,14.99,5.676,1.0,90.0,1153.3,2,18.54,32.08,3.846,2062.2,16420.0,15830.0,293.22,282.67,7.033,10/15/2022,-1
5584,-93.5317123,44.0773587,harvest_1_Corn_2022_10_15_001,464,14.99,5.709,1.0,91.0,1153.1,2,18.59,31.65,3.866,2034.7,16108.0,15519.0,287.64,277.12,7.074,10/15/2022,-1
5585,-93.5316907,44.0773588,harvest_1_Corn_2022_10_15_001,465,14.99,5.676,1.0,90.0,1152.9,2,18.65,30.62,3.854,1968.2,15672.0,15087.0,279.85,269.42,7.033,10/15/2022,-1
5586,-93.5316693,44.0773589,harvest_1_Corn_2022_10_15_001,466,14.99,5.643,1.0,90.0,1152.8,2,18.69,29.53,3.824,1898.3,15203.0,14630.0,271.49,261.24,6.992,10/15/2022,-1
5587,-93.5316476,44.0773589,harvest_1_Corn_2022_10_15_001,467,14.99,5.676,1.0,91.0,1152.6,2,18.68,28.75,3.824,1848.0,14714.0,14160.0,262.75,252.86,7.033,10/15/2022,-1
5588,-93.5316261,44.0773591,harvest_1_Corn_2022_10_15_001,468,14.99,5.643,1.0,90.0,1152.3,2,18.65,28.4,3.816,1825.8,14622.0,14076.0,261.11,251.36,6.992,10/15/2022,-1
5589,-93.5316045,44.0773597,harvest_1_Corn_2022_10_15_001,469,14.99,5.676,1.0,89.0,1152.0,2,18.64,28.48,3.8,1831.2,14580.0,14038.0,260.37,250.68,7.033,10/15/2022,-1
5590,-93.5315829,44.0773601,harvest_1_Corn_2022_10_15_001,470,14.99,5.643,1.0,89.0,1151.9,2,18.64,28.83,3.834,1853.3,14843.0,14291.0,265.05,255.2,6.992,10/15/2022,-1
5591,-93.5315614,44.0773604,harvest_1_Corn_2022_10_15_001,471,14.99,5.643,1.0,90.0,1151.6,2,18.64,29.27,3.832,1881.6,15069.0,14509.0,269.08,259.09,6.992,10/15/2022,-1
5592,-93.5315399,44.0773604,harvest_1_Corn_2022_10_15_001,472,14.99,5.643,1.0,90.0,1151.6,2,18.61,29.78,3.804,1914.5,15332.0,14768.0,273.79,263.71,6.992,10/15/2022,-1
5593,-93.5315182,44.0773606,harvest_1_Corn_2022_10_15_001,473,14.99,5.709,1.0,89.0,1151.2,2,18.56,30.22,3.832,1942.7,15379.0,14823.0,274.63,264.69,7.074,10/15/2022,-1
5594,-93.5314966,44.0773608,harvest_1_Corn_2022_10_15_001,474,14.99,5.676,1.0,90.0,1151.0,2,18.51,30.38,3.828,1952.8,15549.0,14995.0,277.65,267.76,7.033,10/15/2022,-1
5595,-93.5314753,44.0773609,harvest_1_Corn_2022_10_15_001,475,14.99,5.61,1.0,90.0,1150.9,2,18.46,29.9,3.814,1921.9,15482.0,14939.0,276.46,266.77,6.952,10/15/2022,-1
5596,-93.5314535,44.0773611,harvest_1_Corn_2022_10_15_001,476,14.99,5.709,1.0,90.0,1150.6,2,18.41,28.9,3.79,1858.0,14709.0,14203.0,262.67,253.62,7.074,10/15/2022,-1
5597,-93.5314319,44.077361,harvest_1_Corn_2022_10_15_001,477,14.99,5.676,1.0,91.0,1150.3,2,18.38,27.95,3.808,1796.9,14308.0,13820.0,255.49,246.79,7.033,10/15/2022,-1
5598,-93.5314105,44.077361,harvest_1_Corn_2022_10_15_001,478,14.99,5.61,1.0,91.0,1150.3,2,18.38,27.64,3.8,1776.8,14313.0,13826.0,255.58,246.88,6.952,10/15/2022,-1
5599,-93.5313893,44.0773608,harvest_1_Corn_2022_10_15_001,479,14.99,5.577,1.0,91.0,1149.9,2,18.37,28.07,3.792,1804.3,14620.0,14124.0,261.07,252.21,6.911,10/15/2022,-1
5600,-93.5313679,44.0773608,harvest_1_Corn_2022_10_15_001,480,14.99,5.61,1.0,90.0,1149.9,2,18.33,28.93,3.808,1860.1,14984.0,14482.0,267.57,258.6,6.952,10/15/2022,-1
5601,-93.5313466,44.0773609,harvest_1_Corn_2022_10_15_001,481,14.99,5.61,1.0,90.0,1149.6,2,18.28,29.81,3.806,1916.5,15438.0,14930.0,275.68,266.6,6.952,10/15/2022,-1
5602,-93.5313253,44.077361,harvest_1_Corn_2022_10_15_001,482,14.99,5.577,1.0,90.0,1149.6,2,18.27,30.22,3.798,1942.7,15741.0,15225.0,281.09,271.88,6.911,10/15/2022,-1
5603,-93.5313039,44.077361,harvest_1_Corn_2022_10_15_001,483,14.99,5.61,1.0,90.0,1149.3,2,18.27,30.15,3.796,1938.0,15611.0,15100.0,278.77,269.64,6.952,10/15/2022,-1
5604,-93.5312825,44.0773611,harvest_1_Corn_2022_10_15_001,484,14.99,5.61,1.0,89.0,1149.3,2,18.27,29.98,3.78,1927.2,15525.0,15016.0,277.23,268.14,6.952,10/15/2022,-1
5605,-93.5312613,44.0773612,harvest_1_Corn_2022_10_15_001,485,14.99,5.545,1.0,90.0,1149.1,2,18.27,29.92,3.788,1923.2,15676.0,15162.0,279.92,270.75,6.87,10/15/2022,-1
5606,-93.5312399,44.0773614,harvest_1_Corn_2022_10_15_001,486,14.99,5.61,1.0,90.0,1149.0,2,18.27,30.07,3.786,1933.3,15574.0,15063.0,278.1,268.98,6.952,10/15/2022,-1
5607,-93.5312184,44.0773615,harvest_1_Corn_2022_10_15_001,487,14.99,5.643,1.0,90.0,1148.7,2,18.27,30.57,3.804,1965.5,15741.0,15225.0,281.09,271.88,6.992,10/15/2022,-1
5608,-93.531197,44.0773616,harvest_1_Corn_2022_10_15_001,488,14.99,5.61,1.0,90.0,1148.6,2,18.25,31.15,3.792,2002.5,16131.0,15606.0,288.05,278.68,6.952,10/15/2022,-1
5609,-93.5311755,44.0773616,harvest_1_Corn_2022_10_15_001,489,14.99,5.643,1.0,90.0,1148.4,2,18.2,31.26,3.806,2009.9,16096.0,15581.0,287.43,278.24,6.992,10/15/2022,-1
5610,-93.5311541,44.0773616,harvest_1_Corn_2022_10_15_001,490,14.99,5.61,1.0,90.0,1148.3,2,18.18,30.66,3.758,1970.9,15877.0,15373.0,283.51,274.52,6.952,10/15/2022,18
5611,-93.5311327,44.0773618,harvest_1_Corn_2022_10_15_001,491,14.99,5.61,1.0,90.0,1148.0,2,18.17,29.64,3.764,1905.7,15352.0,14867.0,274.14,265.49,6.952,10/15/2022,18
5612,-93.5311113,44.077362,harvest_1_Corn_2022_10_15_001,492,14.99,5.61,1.0,90.0,1148.0,2,18.16,28.94,3.766,1860.7,14989.0,14517.0,267.66,259.24,6.952,10/15/2022,49
5613,-93.5310901,44.0773625,harvest_1_Corn_2022_10_15_001,493,14.99,5.577,1.0,89.0,1147.8,2,18.12,28.61,3.764,1839.2,14903.0,14441.0,266.13,257.88,6.911,10/15/2022,49
5614,-93.5310688,44.0773631,harvest_1_Corn_2022_10_15_001,494,14.99,5.577,1.0,88.0,1147.6,2,18.04,28.37,3.754,1823.8,14778.0,14334.0,263.89,255.96,6.911,10/15/2022,80
5615,-93.5310475,44.0773632,harvest_1_Corn_2022_10_15_001,495,14.99,5.577,1.0,90.0,1147.6,2,17.99,28.14,3.768,1809.0,14658.0,14226.0,261.75,254.04,6.911,10/15/2022,111
5616,-93.5310264,44.0773633,harvest_1_Corn_2022_10_15_001,496,14.99,5.545,1.0,90.0,1147.3,2,17.93,28.29,3.758,1818.4,14822.0,14395.0,264.67,257.05,6.87,10/15/2022,111
5617,-93.5310049,44.0773631,harvest_1_Corn_2022_10_15_001,497,14.99,5.61,1.0,91.0,1147.3,2,17.88,28.65,3.786,1841.9,14838.0,14420.0,264.96,257.49,6.952,10/15/2022,142
5618,-93.5309836,44.0773631,harvest_1_Corn_2022_10_15_001,498,14.99,5.61,1.0,90.0,1147.0,2,17.83,28.7,3.776,1845.3,14865.0,14455.0,265.44,258.12,6.952,10/15/2022,142
5619,-93.5309625,44.0773632,harvest_1_Corn_2022_10_15_001,499,14.99,5.512,1.0,90.0,1147.0,2,17.78,28.2,3.78,1813.0,14866.0,14464.0,265.46,258.29,6.83,10/15/2022,173
5620,-93.5309416,44.0773633,harvest_1_Corn_2022_10_15_001,500,14.99,5.479,1.0,90.0,1147.0,2,17.75,27.53,3.8,1770.0,14600.0,14211.0,260.72,253.76,6.789,10/15/2022,173
5621,-93.5309204,44.0773635,harvest_1_Corn_2022_10_15_001,501,14.99,5.577,1.0,90.0,1147.0,2,17.67,27.03,3.818,1737.8,14081.0,13720.0,251.45,245.0,6.911,10/15/2022,204
5622,-93.5308991,44.0773636,harvest_1_Corn_2022_10_15_001,502,14.99,5.61,1.0,90.0,1147.0,2,17.51,27.03,3.812,1737.8,13999.0,13666.0,249.98,244.03,6.952,10/15/2022,204
5623,-93.5308778,44.0773638,harvest_1_Corn_2022_10_15_001,503,14.99,5.61,1.0,90.0,1146.8,2,17.4,27.52,3.774,1769.4,14253.0,13932.0,254.52,248.79,6.952,10/15/2022,235
5624,-93.5308567,44.0773641,harvest_1_Corn_2022_10_15_001,504,14.99,5.512,1.0,89.0,1146.8,2,17.34,28.42,3.81,1827.1,14981.0,14655.0,267.52,261.7,6.83,10/15/2022,235
5625,-93.5308358,44.0773644,harvest_1_Corn_2022_10_15_001,505,14.99,5.512,1.0,90.0,1146.9,2,17.29,29.39,3.8,1889.6,15494.0,15165.0,276.67,270.8,6.83,10/15/2022,266
5626,-93.5308149,44.0773646,harvest_1_Corn_2022_10_15_001,506,14.99,5.479,1.0,90.0,1146.8,2,17.3,30.0,3.766,1928.6,15908.0,15569.0,284.07,278.02,6.789,10/15/2022,297
5627,-93.5307941,44.077365,harvest_1_Corn_2022_10_15_001,507,14.99,5.479,1.0,89.0,1147.0,2,17.4,29.92,3.774,1923.2,15863.0,15507.0,283.28,276.91,6.789,10/15/2022,297
5628,-93.5307732,44.0773653,harvest_1_Corn_2022_10_15_001,508,14.99,5.479,1.0,90.0,1147.0,2,17.49,29.66,3.772,1906.4,15725.0,15355.0,280.8,274.19,6.789,10/15/2022,328
5629,-93.5307523,44.0773653,harvest_1_Corn_2022_10_15_001,509,14.99,5.512,1.0,90.0,1147.0,2,17.6,29.7,3.766,1909.1,15653.0,15265.0,279.52,272.58,6.83,10/15/2022,328
5630,-93.5307312,44.0773656,harvest_1_Corn_2022_10_15_001,510,14.99,5.512,1.0,90.0,1147.0,2,17.71,29.96,3.742,1925.9,15791.0,15378.0,281.98,274.61,6.83,10/15/2022,359
5631,-93.5307101,44.0773655,harvest_1_Corn_2022_10_15_001,511,14.99,5.545,1.0,90.0,1147.0,2,17.8,29.93,3.788,1923.9,15681.0,15255.0,280.02,272.41,6.87,10/15/2022,359
5632,-93.5306891,44.0773653,harvest_1_Corn_2022_10_15_001,512,14.99,5.512,1.0,91.0,1147.0,2,17.89,29.61,3.756,1903.7,15609.0,15168.0,278.74,270.86,6.83,10/15/2022,390
5633,-93.5306681,44.0773653,harvest_1_Corn_2022_10_15_001,513,14.99,5.512,1.0,90.0,1147.0,2,17.95,29.26,3.778,1880.9,15422.0,14975.0,275.39,267.41,6.83,10/15/2022,390
5634,-93.5306468,44.077365,harvest_1_Corn_2022_10_15_001,514,14.99,5.577,1.0,91.0,1146.9,2,17.97,29.09,3.768,1870.1,15153.0,14711.0,270.6,262.69,6.911,10/15/2022,421
5635,-93.5306254,44.0773651,harvest_1_Corn_2022_10_15_001,515,14.99,5.61,1.0,90.0,1146.7,2,17.91,29.05,3.77,1867.4,15043.0,14614.0,268.63,260.97,6.952,10/15/2022,421
5636,-93.530604,44.0773652,harvest_1_Corn_2022_10_15_001,516,14.99,5.61,1.0,90.0,1146.7,2,17.86,29.0,3.766,1864.1,15016.0,14597.0,268.15,260.66,6.952,10/15/2022,452
5637,-93.5305827,44.0773654,harvest_1_Corn_2022_10_15_001,517,14.99,5.61,1.0,89.0,1146.7,2,17.84,28.9,3.776,1858.0,14967.0,14553.0,267.28,259.87,6.952,10/15/2022,452
5638,-93.5305613,44.0773656,harvest_1_Corn_2022_10_15_001,518,14.99,5.61,1.0,89.0,1146.5,2,17.84,28.85,3.772,1854.7,14940.0,14527.0,266.79,259.4,6.952,10/15/2022,483
5639,-93.5305401,44.0773657,harvest_1_Corn_2022_10_15_001,519,14.99,5.577,1.0,90.0,1146.3,2,17.85,28.77,3.772,1849.3,14985.0,14569.0,267.58,260.16,6.911,10/15/2022,514
5640,-93.5305187,44.0773659,harvest_1_Corn_2022_10_15_001,520,14.99,5.61,1.0,90.0,1146.3,2,17.89,28.6,3.778,1838.6,14811.0,14392.0,264.47,256.99,6.952,10/15/2022,514
5641,-93.5304973,44.077366,harvest_1_Corn_2022_10_15_001,521,14.99,5.577,1.0,90.0,1146.3,2,17.94,28.59,3.784,1837.9,14892.0,14463.0,265.93,258.26,6.911,10/15/2022,545
5642,-93.5304763,44.0773661,harvest_1_Corn_2022_10_15_001,522,14.99,5.512,1.0,90.0,1146.3,2,17.94,28.75,3.766,1848.0,15152.0,14714.0,270.57,262.75,6.83,10/15/2022,545
5643,-93.5304552,44.0773661,harvest_1_Corn_2022_10_15_001,523,14.99,5.512,1.0,90.0,1146.2,2,17.91,29.07,3.78,1868.8,15323.0,14885.0,273.62,265.81,6.83,10/15/2022,576
5644,-93.5304342,44.0773662,harvest_1_Corn_2022_10_15_001,524,14.99,5.512,1.0,90.0,1146.1,2,17.9,29.64,3.748,1905.7,15626.0,15183.0,279.03,271.12,6.83,10/15/2022,576
5645,-93.5304134,44.0773662,harvest_1_Corn_2022_10_15_001,525,14.99,5.479,1.0,90.0,1146.2,2,17.88,30.29,3.756,1947.4,16063.0,15611.0,286.84,278.77,6.789,10/15/2022,607
5646,-93.5303926,44.0773664,harvest_1_Corn_2022_10_15_001,526,14.99,5.446,1.0,89.0,1146.3,2,17.87,30.73,3.78,1975.6,16394.0,15935.0,292.75,284.55,6.749,10/15/2022,607
5647,-93.5303716,44.0773667,harvest_1_Corn_2022_10_15_001,527,14.99,5.512,1.0,90.0,1146.3,2,17.85,30.8,3.792,1980.3,16237.0,15786.0,289.95,281.9,6.83,10/15/2022,638
5648,-93.5303505,44.077367,harvest_1_Corn_2022_10_15_001,528,14.99,5.545,1.0,89.0,1146.0,2,17.77,30.64,3.778,1969.5,16053.0,15623.0,286.67,278.98,6.87,10/15/2022,638
5649,-93.5303294,44.0773673,harvest_1_Corn_2022_10_15_001,529,14.99,5.545,1.0,89.0,1146.0,2,17.71,30.3,3.772,1948.1,15878.0,15463.0,283.54,276.12,6.87,10/15/2022,669
5650,-93.5303085,44.0773675,harvest_1_Corn_2022_10_15_001,530,14.99,5.479,1.0,90.0,1146.0,2,17.7,29.89,3.768,1921.2,15847.0,15435.0,282.98,275.62,6.789,10/15/2022,700
5651,-93.5302875,44.0773676,harvest_1_Corn_2022_10_15_001,531,14.99,5.512,1.0,90.0,1146.0,2,17.74,29.44,3.76,1892.3,15516.0,15105.0,277.06,269.73,6.83,10/15/2022,700
5652,-93.5302665,44.0773676,harvest_1_Corn_2022_10_15_001,532,14.99,5.512,1.0,90.0,1146.0,2,17.76,28.96,3.79,1861.4,15262.0,14853.0,272.54,265.24,6.83,10/15/2022,731
5653,-93.5302454,44.0773676,harvest_1_Corn_2022_10_15_001,533,14.99,5.545,1.0,90.0,1146.0,2,17.84,28.69,3.77,1844.6,15035.0,14619.0,268.48,261.05,6.87,10/15/2022,731
5654,-93.5302243,44.0773677,harvest_1_Corn_2022_10_15_001,534,14.99,5.545,1.0,91.0,1146.0,2,17.91,28.84,3.75,1854.0,15112.0,14681.0,269.85,262.16,6.87,10/15/2022,762
5655,-93.5302032,44.0773676,harvest_1_Corn_2022_10_15_001,535,14.99,5.512,1.0,91.0,1146.0,2,17.98,29.05,3.756,1867.4,15312.0,14863.0,273.43,265.41,6.83,10/15/2022,762
5656,-93.5301823,44.0773674,harvest_1_Corn_2022_10_15_001,536,14.99,5.479,1.0,91.0,1146.0,2,18.11,29.1,3.738,1870.8,15431.0,14955.0,275.56,267.05,6.789,10/15/2022,793
5657,-93.5301612,44.0773675,harvest_1_Corn_2022_10_15_001,537,14.99,5.545,1.0,90.0,1146.0,2,18.2,28.94,3.826,1860.7,15166.0,14681.0,270.83,262.16,6.87,10/15/2022,793
5658,-93.5301402,44.0773673,harvest_1_Corn_2022_10_15_001,538,14.99,5.512,1.0,90.0,1146.0,2,18.28,28.55,3.728,1835.2,15047.0,14552.0,268.7,259.86,6.83,10/15/2022,824
5659,-93.5301193,44.0773671,harvest_1_Corn_2022_10_15_001,539,14.99,5.512,1.0,91.0,1146.1,2,18.34,28.22,3.59,1814.4,14877.0,14377.0,265.66,256.73,6.83,10/15/2022,824
5660,-93.5300985,44.077367,harvest_1_Corn_2022_10_15_001,540,14.99,5.446,1.0,91.0,1146.3,2,18.38,28.2,3.506,1813.0,15045.0,14532.0,268.66,259.51,6.749,10/15/2022,855
5661,-93.5300777,44.077367,harvest_1_Corn_2022_10_15_001,541,14.99,5.446,1.0,90.0,1146.3,2,18.35,28.36,3.36,1823.1,15128.0,14618.0,270.15,261.03,6.749,10/15/2022,855
5662,-93.5300565,44.0773673,harvest_1_Corn_2022_10_15_001,542,14.99,5.545,1.0,90.0,1146.3,2,18.32,27.98,3.154,1798.9,14663.0,14173.0,261.83,253.08,6.87,10/15/2022,886
5663,-93.5300354,44.0773674,harvest_1_Corn_2022_10_15_001,543,14.99,5.545,1.0,90.0,1146.3,2,18.29,27.02,2.862,1737.1,14159.0,13692.0,252.84,244.5,6.87,10/15/2022,917
5664,-93.5300144,44.0773677,harvest_1_Corn_2022_10_15_001,544,14.99,5.512,1.0,89.0,1146.3,2,18.22,25.84,2.466,1661.2,13621.0,13182.0,243.23,235.4,6.83,10/15/2022,917
5665,-93.5299931,44.077368,harvest_1_Corn_2022_10_15_001,545,14.99,5.61,1.0,89.0,1146.3,2,18.17,24.52,1.98,1576.6,12700.0,12299.0,226.79,219.62,6.952,10/15/2022,948
5666,-93.5299717,44.0773682,harvest_1_Corn_2022_10_15_001,546,14.99,5.61,1.0,90.0,1146.3,2,18.17,22.61,0.854,1453.7,11710.0,11340.0,209.11,202.5,6.952,10/15/2022,948
5667,-93.5299508,44.0773685,harvest_1_Corn_2022_10_15_001,547,14.99,5.479,1.0,90.0,1146.3,2,18.21,19.23,0.854,1236.0,10195.0,9867.9,182.06,176.21,6.789,10/15/2022,979
5668,-93.5299297,44.0773685,harvest_1_Corn_2022_10_15_001,548,12.01,5.512,1.0,90.0,1146.3,2,18.23,14.51,0.854,933.05,9552.6,9243.5,170.58,165.06,5.47,10/15/2022,979
5669,-93.5298993,44.0774134,harvest_1_Corn_2022_10_15_001,549,13.48,4.199,1.0,263.0,1146.3,3,18.45,15.33,3.788,985.45,11792.0,11380.0,210.57,203.22,4.68,10/15/2022,1009
5670,-93.5299164,44.0774122,harvest_1_Corn_2022_10_15_001,550,14.99,4.495,1.0,266.0,1146.3,3,18.4,18.05,3.812,1160.1,11664.0,11264.0,208.29,201.14,5.57,10/15/2022,1009
5671,-93.5299348,44.0774112,harvest_1_Corn_2022_10_15_001,551,14.99,4.856,1.0,266.0,1146.1,3,18.36,20.18,3.764,1297.1,12073.0,11664.0,215.59,208.29,6.017,10/15/2022,978
5672,-93.5299551,44.0774106,harvest_1_Corn_2022_10_15_001,552,14.99,5.315,1.0,268.0,1146.2,3,18.32,22.2,3.794,1427.5,12138.0,11732.0,216.74,209.51,6.586,10/15/2022,978
5673,-93.5299763,44.0774102,harvest_1_Corn_2022_10_15_001,553,14.99,5.545,1.0,269.0,1146.0,3,18.26,24.09,3.792,1548.4,12620.0,12208.0,225.37,218.0,6.87,10/15/2022,947
